id,name,rarity,description,cost,tags,damage,damageType,attunement,stackable,weightEach,image,shape,container,containerRows,containerCols
three_dragon_ante_set,Three-Dragon Ante Set,common,"Ability: Wisdom Utilize: Discern whether someone is cheating (DC 10), or win the game (DC 20) If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too.",1gp,gaming_set,,,,,,,,,,
thunderous_greatclub,Thunderous Greatclub,very_rare,"While you are attuned to this magic weapon, your Strength is 20 unless your Strength is already equal to or greater than that score. The weapon deals an extra 1d8 Thunder damage to any creature it hits and an extra 3d8 Thunder damage to objects it hits that aren't being worn or carried. The weapon has the following additional properties.",,weapon_(greatclub)|simple_weapon|melee_weapon,1d8,bludgeoning,true,,10,,,,,
tinderbox,Tinderbox,common,"A Tinderbox is a small container holding flint, fire steel, and tinder (usually dry cloth soaked in light oil) used to kindle a fire. Using it to light a Candle, Lamp, Lantern, or Torch—or anything else with exposed fuel—takes a Bonus Action. Lighting any other fire takes 1 minute.",5sp,adventuring_gear,,,,,1,,,,,
tinker_s_tools,Tinker's Tools,common,"Ability: Dexterity Utilize: Assemble a Tiny item composed of scrap, which falls apart in 1 minute (DC 20) Craft: Musket, Pistol, Bell, Bullseye Lantern, Flask, Hooded Lantern, Hunting Trap, Lock, Manacles, Mirror, Shovel, Signal Whistle, Tinderbox Artisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency. If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool.",50gp,artisan's_tools,,,,,10,,,,,
tome_of_clear_thought,Tome of Clear Thought,very_rare,"This book contains memory and logic exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Intelligence increases by 2, to a maximum of 30. The manual then loses its magic, but regains it in a century.",,wondrous_item,,,,,5,,,,,
tome_of_leadership_and_influence,Tome of Leadership and Influence,very_rare,"This book contains guidelines for influencing and charming others, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Charisma increases by 2, to a maximum of 30. The manual then loses its magic, but regains it in a century.",,wondrous_item,,,,,5,,,,,
tome_of_understanding,Tome of Understanding,very_rare,"This book contains intuition and insight exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Wisdom increases by 2, to a maximum of 30. The manual then loses its magic, but regains it in a century.",,wondrous_item,,,,,5,,,,,
tome_of_the_stilled_tongue,Tome of the Stilled Tongue,legendary,"This book has a desiccated tongue pinned to its front cover. Five of these tomes exist, and it's unknown which one is the original. The tongue on the first Tome of the Stilled Tongue belonged to a treacherous former servant of the lich Vecna.",,wondrous_item|spellcasting_focus,,,true,,5,,,,,
torch,Torch,common,"A Torch burns for 1 hour, casting Bright Light in a 20-foot radius and Dim Light for an additional 20 feet. When you take the Attack action, you can attack with the Torch, using it as a Simple Melee weapon. On a hit, the target takes 1 Fire damage.",1cp,adventuring_gear,,,,,1,,,,,
torpor,Torpor,common,A creature subjected to Torpor poison must succeed on a DC 15 Constitution saving throw or have the Poisoned condition for 4d6 hours. The creature's Speed is halved while the creature is Poisoned in this way.,600gp,adventuring_gear|poison_(ingested),,,,,,,,,,
traveler_s_clothes,Traveler's Clothes,common,Traveler's Clothes are resilient garments designed for travel in various environments.,2gp,adventuring_gear,,,,,4,,,,,
trident,Trident,common,,5gp,weapon|martial_weapon|melee_weapon,1d8,piercing,,,4,,,,,
trident_of_fish_command,Trident of Fish Command,uncommon,"This magic weapon has 3 charges, and it regains 1d3 expended charges daily at dawn. While you carry it, you can expend 1 charge to cast Dominate Beast (save DC 15) from it on a Beast that has a Swim Speed.",,weapon_(trident)|martial_weapon|melee_weapon,1d8,piercing,true,,4,,,,,
trinket,Trinket,common,"When you make your character, you can roll once on the Trinkets table to gain a Tiny trinket, a simple item lightly touched by mystery. The DM might also use this table. It can help stock a room in a dungeon or fill a creature's pockets.",,adventuring_gear,,,,,,,,,,
truth_serum,Truth Serum,common,A creature subjected to Truth Serum must succeed on a DC 11 Constitution saving throw or have the Poisoned condition for 1 hour. The Poisoned creature can't knowingly communicate a lie.,150gp,adventuring_gear|poison_(ingested),,,,,,,,,,
universal_solvent,Universal Solvent,legendary,"This tube holds milky liquid with a strong alcohol smell. When found, a tube contains 1d6 + 1 ounces. You can take a Utilize action to pour 1 or more ounces of solvent from the tube onto a surface within reach.",,wondrous_item,,,,,,,,,,
veteran_s_cane,Veteran's Cane,common,"As a Bonus Action, you can transform this walking cane into an ordinary Longsword or change the Longsword back into a walking cane. In either case, you must be holding the item.",,wondrous_item,,,,,,,,,,
vial,Vial,common,A Vial holds up to 4 ounces.,1gp,adventuring_gear,,,,,,,,,,
viol,Viol,common,"Ability: Charisma Utilize: Play a known tune (DC 10), or improvise a song (DC 15) If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too.",30gp,instrument,,,,,1,,,,,
wagon,Wagon,common,,35gp,vehicle_(land),,,,,400,,,,,
wand,Wand,common,"An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus.",10gp,spellcasting_focus,,,,,1,,,,,
wand_of_binding,Wand of Binding,rare,"This wand has 7 charges. Spells. While holding the wand, you can cast one of the spells (save DC 17) on the following table from it.",,wand,,,true,,1,,,,,
wand_of_conducting,Wand of Conducting,common,"This wand has 3 charges. While holding it, you can take a Magic action to expend 1 charge and create orchestral music by waving it around. The music can be heard out to 120 feet and ends when you stop waving the wand.",,wand,,,,,1,,,,,
wand_of_enemy_detection,Wand of Enemy Detection,rare,"This wand has 7 charges. While holding it, you can take a Magic action to expend 1 charge. For 1 minute, you know the direction of the nearest creature Hostile to you within 60 feet, but not its distance from you.",,wand,,,true,,1,,,,,
wand_of_fear,Wand of Fear,rare,"This wand has 7 charges. Spells. While holding the wand, you can cast one of the spells (save DC 15) on the following table from it.",,wand,,,true,,1,,,,,
wand_of_fireballs,Wand of Fireballs,rare,"This wand has 7 charges. While holding it, you can expend no more than 3 charges to cast Fireball (save DC 15) from it. For 1 charge, you cast the level 3 version of the spell.",,wand,,,true,,1,,,,,
wand_of_lightning_bolts,Wand of Lightning Bolts,rare,"This wand has 7 charges. While holding it, you can expend no more than 3 charges to cast Lightning Bolt (save DC 15) from it. For 1 charge, you cast the level 3 version of the spell.",,wand,,,true,,1,,,,,
wand_of_magic_detection,Wand of Magic Detection,uncommon,"This wand has 3 charges. While holding it, you can expend 1 charge to cast Detect Magic from it. The wand regains 1d3 expended charges daily at dawn.",,wand,,,,,1,,,,,
wand_of_magic_missiles,Wand of Magic Missiles,uncommon,"This wand has 7 charges. While holding it, you can expend no more than 3 charges to cast Magic Missile from it. For 1 charge, you cast the level 1 version of the spell.",,wand,,,,,1,,,,,
wand_of_orcus,Wand of Orcus,artifact,"Crafted and wielded by Orcus, this ghastly wand slips from the demon lord's grasp from time to time. When it does, it magically appears wherever the demon lord senses an opportunity to achieve some fell goal. The wand is topped with a skull that once belonged to a human hero slain by Orcus.",,weapon_(mace)|wand|simple_weapon|melee_weapon,1d6,bludgeoning,true,,4,,,,,
wand_of_paralysis,Wand of Paralysis,rare,"This wand has 7 charges. While holding it, you can take a Magic action to expend 1 charge to cause a thin blue ray to streak from the tip toward a creature you can see within 60 feet of yourself. The target must succeed on a DC 15 Constitution saving throw or have the Paralyzed condition for 1 minute.",,wand,,,true,,1,,,,,
wand_of_polymorph,Wand of Polymorph,very_rare,"This wand has 7 charges. While holding it, you can expend 1 charge to cast Polymorph (save DC 15) from it. Regaining Charges.",,wand,,,true,,1,,,,,
wand_of_pyrotechnics,Wand of Pyrotechnics,common,"This wand has 7 charges. While holding it, you can take a Magic action to expend 1 charge and create a harmless burst of multicolored light at a point you can see up to 120 feet away. The burst of light is accompanied by a crackling noise that can be heard up to 300 feet away.",,wand,,,,,1,,,,,
wand_of_secrets,Wand of Secrets,uncommon,"This wand has 3 charges and regains 1d3 expended charges daily at dawn. While holding it, you can take a Magic action to expend 1 charge, and if a secret door or trap is within 60 feet of you, the wand pulses and points at the one nearest to you.",,wand,,,,,1,,,,,
wand_of_web,Wand of Web,uncommon,"This wand has 7 charges. While holding it, you can expend 1 charge to cast Web (save DC 13) from it. Regaining Charges.",,wand,,,true,,1,,,,,
wand_of_wonder,Wand of Wonder,rare,"This wand has 7 charges. While holding it, you can take a Magic action to expend 1 charge while choosing a point within 120 feet of yourself. That location becomes the point of origin of a spell or other magical effect determined by rolling on the Wand of Wonder Effects table.",,wand,,,true,,1,,,,,
wand_of_the_war_mage,Wand of the War Mage,common,,,wand,,,true,,1,,,,,
war_pick,War Pick,common,,5gp,weapon|martial_weapon|melee_weapon,1d8,piercing,,,2,,,,,
warhammer,Warhammer,common,,15gp,weapon|martial_weapon|melee_weapon,1d8,bludgeoning,,,5,,,,,
warhorse,Warhorse,common,,400gp,mount,"Speed: 60, Carrying Capacity: 540 lb.",,,,,,,,,
warship,Warship,common,,25000gp,vehicle_(water),"Speed: 2½ mphCarrying Capacity: 200 tons cargo, 60 passengersCrew 60, AC 15, HP 500, Damage Threshold 20",,,,,,,,,
waterskin,Waterskin,common,"A Waterskin holds up to 4 pints. If you don't drink sufficient water, you risk dehydration.",2sp,adventuring_gear,,,,,5,,,,,
